repeat,strength_index,renal_effect_sd,method,metric,value,denominator
10,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.14893617021276595,188
10,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.801,1000
10,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.14893617021276595,188
11,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.821,1000
11,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.17901234567901234,162
11,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.829,1000
11,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.1111111111111111,162
11,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.828,1000
11,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.1111111111111111,162
12,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.826,1000
12,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.11386138613861387,202
12,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.833,1000
12,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.09900990099009901,202
12,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.829,1000
12,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.09405940594059406,202
13,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.822,1000
13,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.15384615384615385,169
13,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.828,1000
13,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.07692307692307693,169
13,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.828,1000
13,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.07692307692307693,169
14,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.818,1000
14,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.14948453608247422,194
14,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.821,1000
14,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.11855670103092783,194
14,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.821,1000
14,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.11855670103092783,194
15,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.803,1000
15,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.12138728323699421,173
15,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.807,1000
15,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.057803468208092484,173
15,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.804,1000
15,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.057803468208092484,173
16,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.797,1000
16,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.21468926553672316,177
16,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.801,1000
16,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.12994350282485875,177
16,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.8,1000
16,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.14689265536723164,177
17,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.777,1000
17,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.2215909090909091,176
17,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.784,1000
17,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.1534090909090909,176
17,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.783,1000
17,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.1534090909090909,176
18,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.82,1000
18,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.15568862275449102,167
18,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.829,1000
18,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.10179640718562874,167
18,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.829,1000
18,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.10778443113772455,167
19,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.821,1000
19,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.13333333333333333,195
19,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.822,1000
19,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.09743589743589744,195
19,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.822,1000
19,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.10256410256410256,195
20,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.796,1000
20,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.17204301075268819,186
20,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.801,1000
20,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.12903225806451613,186
20,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.8,1000
20,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.12903225806451613,186
21,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.824,1000
21,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.15422885572139303,201
21,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.827,1000
21,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.13432835820895522,201
21,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.827,1000
21,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.12935323383084577,201
22,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.816,1000
22,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.15476190476190477,168
22,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.816,1000
22,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.11904761904761904,168
22,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.816,1000
22,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.11904761904761904,168
23,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.797,1000
23,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.1952662721893491,169
23,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.79,1000
23,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.15976331360946747,169
23,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.789,1000
23,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.1834319526627219,169
24,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.802,1000
24,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.16875,160
24,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.804,1000
24,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.125,160
24,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.806,1000
24,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.11875,160
25,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.803,1000
25,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.21890547263681592,201
25,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.804,1000
25,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.1691542288557214,201
25,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.809,1000
25,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.15920398009950248,201
26,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.82,1000
26,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.18041237113402062,194
26,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.824,1000
26,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.13917525773195877,194
26,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.822,1000
26,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.13402061855670103,194
27,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.811,1000
27,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.20359281437125748,167
27,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.818,1000
27,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.1437125748502994,167
27,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.817,1000
27,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.1377245508982036,167
28,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.817,1000
28,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.1497326203208556,187
28,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.821,1000
28,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.12299465240641712,187
28,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.814,1000
28,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.12299465240641712,187
29,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.81,1000
29,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.21511627906976744,172
29,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.816,1000
29,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.16279069767441862,172
29,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.814,1000
29,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.1686046511627907,172
30,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.829,1000
30,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.1348314606741573,178
30,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.829,1000
30,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.10674157303370786,178
30,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.828,1000
30,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.10112359550561797,178
31,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.797,1000
31,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.1724137931034483,174
31,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.794,1000
31,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.15517241379310345,174
31,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.796,1000
31,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.14942528735632185,174
32,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.803,1000
32,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.11917098445595854,193
32,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.812,1000
32,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.07772020725388601,193
32,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.813,1000
32,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.07772020725388601,193
33,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.823,1000
33,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.11242603550295859,169
33,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.822,1000
33,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.09467455621301775,169
33,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.823,1000
33,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.10059171597633136,169
34,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.804,1000
34,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.16216216216216217,185
34,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.798,1000
34,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.12972972972972974,185
34,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.798,1000
34,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.12972972972972974,185
35,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.824,1000
35,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.145,200
35,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.829,1000
35,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.115,200
35,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.83,1000
35,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.115,200
36,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.825,1000
36,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.143646408839779,181
36,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.824,1000
36,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.11049723756906077,181
36,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.823,1000
36,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.11602209944751381,181
37,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.822,1000
37,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.16666666666666666,180
37,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.822,1000
37,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.11666666666666667,180
37,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.825,1000
37,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.1,180
38,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.823,1000
38,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.16292134831460675,178
38,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.824,1000
38,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.12359550561797752,178
38,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.821,1000
38,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.12921348314606743,178
39,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.806,1000
39,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.14606741573033707,178
39,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.808,1000
39,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.10674157303370786,178
39,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.804,1000
39,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.10674157303370786,178
40,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.809,1000
40,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.18407960199004975,201
40,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.814,1000
40,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.11940298507462686,201
40,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.81,1000
40,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.12437810945273632,201
41,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.804,1000
41,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.15508021390374332,187
41,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.802,1000
41,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.10160427807486631,187
41,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.804,1000
41,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.09090909090909091,187
42,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.805,1000
42,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.1658291457286432,199
42,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.812,1000
42,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.10552763819095477,199
42,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.814,1000
42,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.10552763819095477,199
43,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.813,1000
43,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.16990291262135923,206
43,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.814,1000
43,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.1407766990291262,206
43,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.814,1000
43,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.14563106796116504,206
44,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.793,1000
44,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.18617021276595744,188
44,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.801,1000
44,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.14361702127659576,188
44,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.801,1000
44,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.14893617021276595,188
45,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.798,1000
45,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.1881720430107527,186
45,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.804,1000
45,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.11290322580645161,186
45,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.804,1000
45,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.11827956989247312,186
46,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.81,1000
46,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.16666666666666666,168
46,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.821,1000
46,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.10119047619047619,168
46,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.82,1000
46,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.10119047619047619,168
47,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.81,1000
47,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.16759776536312848,179
47,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.806,1000
47,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.1564245810055866,179
47,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.803,1000
47,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.1564245810055866,179
48,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.833,1000
48,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.16279069767441862,172
48,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.832,1000
48,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.12209302325581395,172
48,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.834,1000
48,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.12209302325581395,172
49,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.786,1000
49,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.2459016393442623,183
49,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.794,1000
49,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.18579234972677597,183
49,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.796,1000
49,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.17486338797814208,183
50,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.805,1000
50,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.2111801242236025,161
50,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.798,1000
50,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.16770186335403728,161
50,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.799,1000
50,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.16770186335403728,161
51,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.806,1000
51,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.13705583756345177,197
51,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.811,1000
51,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.09137055837563451,197
51,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.81,1000
51,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.09644670050761421,197
52,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.8,1000
52,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.20526315789473684,190
