repeat,strength_index,renal_effect_sd,method,metric,value,denominator
11,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.771,1000
11,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.22641509433962265,212
11,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.781,1000
11,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.16981132075471697,212
11,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.781,1000
11,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.16981132075471697,212
12,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.804,1000
12,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.17714285714285713,175
12,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.803,1000
12,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.14285714285714285,175
12,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.803,1000
12,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.14285714285714285,175
13,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.823,1000
13,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.12953367875647667,193
13,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.823,1000
13,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.10362694300518134,193
13,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.823,1000
13,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.10362694300518134,193
14,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.805,1000
14,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.16756756756756758,185
14,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.806,1000
14,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.15135135135135136,185
14,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.806,1000
14,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.15135135135135136,185
15,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.795,1000
15,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.17142857142857143,175
15,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.799,1000
15,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.12571428571428572,175
15,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.799,1000
15,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.12571428571428572,175
16,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.778,1000
16,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.16071428571428573,168
16,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.78,1000
16,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.14285714285714285,168
16,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.78,1000
16,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.14285714285714285,168
17,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.815,1000
17,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.15060240963855423,166
17,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.813,1000
17,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.13253012048192772,166
17,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.813,1000
17,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.13253012048192772,166
18,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.812,1000
18,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1871345029239766,171
18,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.809,1000
18,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1695906432748538,171
18,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.809,1000
18,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1695906432748538,171
19,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.792,1000
19,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.20245398773006135,163
19,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.794,1000
19,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.15950920245398773,163
19,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.794,1000
19,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.15950920245398773,163
20,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.802,1000
20,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.2598870056497175,177
20,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.81,1000
20,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.192090395480226,177
20,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.81,1000
20,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.192090395480226,177
21,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.823,1000
21,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1377551020408163,196
21,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.817,1000
21,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.11224489795918367,196
21,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.817,1000
21,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.11224489795918367,196
22,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.836,1000
22,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.11538461538461539,182
22,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.833,1000
22,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.07692307692307693,182
22,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.833,1000
22,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.07692307692307693,182
23,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.818,1000
23,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1875,176
23,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.823,1000
23,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.13068181818181818,176
23,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.823,1000
23,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.13068181818181818,176
24,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.814,1000
24,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.19444444444444445,180
24,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.816,1000
24,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.16111111111111112,180
24,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.816,1000
24,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.16111111111111112,180
25,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.818,1000
25,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.16759776536312848,179
25,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.822,1000
25,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.15083798882681565,179
25,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.822,1000
25,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.15083798882681565,179
26,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.813,1000
26,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.18292682926829268,164
26,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.817,1000
26,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.14634146341463414,164
26,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.817,1000
26,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.14634146341463414,164
27,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.817,1000
27,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1935483870967742,186
27,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.814,1000
27,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.13978494623655913,186
27,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.814,1000
27,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.13978494623655913,186
28,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.822,1000
28,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.16483516483516483,182
28,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.834,1000
28,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.12637362637362637,182
28,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.834,1000
28,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.12637362637362637,182
29,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.789,1000
29,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.18333333333333332,180
29,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.792,1000
29,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.15555555555555556,180
29,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.792,1000
29,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.15555555555555556,180
30,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.813,1000
30,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1683673469387755,196
30,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.809,1000
30,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.12244897959183673,196
30,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.809,1000
30,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.12244897959183673,196
31,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.83,1000
31,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.20202020202020202,198
31,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.836,1000
31,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.14646464646464646,198
31,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.836,1000
31,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.14646464646464646,198
32,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.793,1000
32,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.18902439024390244,164
32,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.799,1000
32,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1524390243902439,164
32,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.799,1000
32,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1524390243902439,164
33,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.798,1000
33,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.19375,160
33,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.803,1000
33,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1625,160
33,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.803,1000
33,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1625,160
34,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.833,1000
34,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.16666666666666666,180
34,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.836,1000
34,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.13333333333333333,180
34,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.836,1000
34,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.13333333333333333,180
35,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.795,1000
35,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.2654320987654321,162
35,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.794,1000
35,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.20987654320987653,162
35,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.794,1000
35,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.20987654320987653,162
36,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.801,1000
36,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.19230769230769232,156
36,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.793,1000
36,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.16025641025641027,156
36,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.793,1000
36,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.16025641025641027,156
37,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.816,1000
37,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1497005988023952,167
37,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.817,1000
37,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1377245508982036,167
37,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.817,1000
37,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1377245508982036,167
38,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.813,1000
38,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.17857142857142858,168
38,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.812,1000
38,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.13095238095238096,168
38,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.812,1000
38,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.13095238095238096,168
39,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.816,1000
39,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.14054054054054055,185
39,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.818,1000
39,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.12972972972972974,185
39,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.818,1000
39,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.12972972972972974,185
40,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.823,1000
40,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1590909090909091,176
40,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.829,1000
40,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.10227272727272728,176
40,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.829,1000
40,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.10227272727272728,176
41,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.798,1000
41,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.18285714285714286,175
41,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.803,1000
41,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.12571428571428572,175
41,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.803,1000
41,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.12571428571428572,175
42,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.804,1000
42,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.16304347826086957,184
42,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.814,1000
42,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.11413043478260869,184
42,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.814,1000
42,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.11413043478260869,184
43,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.817,1000
43,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.16666666666666666,174
43,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.818,1000
43,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1206896551724138,174
43,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.818,1000
43,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1206896551724138,174
44,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.816,1000
44,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.18452380952380953,168
44,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.808,1000
44,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.13690476190476192,168
44,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.808,1000
44,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.13690476190476192,168
45,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.794,1000
45,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.16,175
45,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.803,1000
45,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.11428571428571428,175
45,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.803,1000
45,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.11428571428571428,175
46,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.83,1000
46,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.14673913043478262,184
46,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.83,1000
46,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.125,184
46,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.83,1000
46,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.125,184
47,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.801,1000
47,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.19540229885057472,174
47,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.809,1000
47,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.12643678160919541,174
47,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.809,1000
47,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.12643678160919541,174
48,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.814,1000
48,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.17415730337078653,178
48,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.818,1000
48,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.12921348314606743,178
48,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.818,1000
48,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.12921348314606743,178
49,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.8,1000
49,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.2011173184357542,179
49,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.794,1000
49,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.17318435754189945,179
49,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.794,1000
49,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.17318435754189945,179
50,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.806,1000
50,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.18556701030927836,194
50,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.809,1000
50,0,0.0,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.13402061855670103,194
50,0,0.0,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.809,1000
50,0,0.0,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.13402061855670103,194
51,0,0.0,Posterior matching (kidney-blind),true_mechanism_accuracy,0.8,1000
51,0,0.0,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.2,170
51,0,0.0,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.808,1000
