strength_index,renal_effect_sd,repeat,method,metric,value,denominator
0,0.0,4,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1111111111111111,171
0,0.0,5,Posterior matching (kidney-blind),true_mechanism_accuracy,0.831,1000
0,0.0,5,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1210526315789473,190
0,0.0,5,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.821,1000
0,0.0,5,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1,190
0,0.0,5,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.821,1000
0,0.0,5,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1,190
0,0.0,6,Posterior matching (kidney-blind),true_mechanism_accuracy,0.814,1000
0,0.0,6,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1952662721893491,169
0,0.0,6,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.821,1000
0,0.0,6,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1538461538461538,169
0,0.0,6,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.821,1000
0,0.0,6,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1538461538461538,169
0,0.0,7,Posterior matching (kidney-blind),true_mechanism_accuracy,0.793,1000
0,0.0,7,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1968911917098445,193
0,0.0,7,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.791,1000
0,0.0,7,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1658031088082901,193
0,0.0,7,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.791,1000
0,0.0,7,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1658031088082901,193
0,0.0,8,Posterior matching (kidney-blind),true_mechanism_accuracy,0.82,1000
0,0.0,8,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1538461538461538,195
0,0.0,8,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.816,1000
0,0.0,8,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1333333333333333,195
0,0.0,8,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.816,1000
0,0.0,8,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1333333333333333,195
0,0.0,9,Posterior matching (kidney-blind),true_mechanism_accuracy,0.826,1000
0,0.0,9,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1560693641618497,173
0,0.0,9,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.827,1000
0,0.0,9,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1271676300578034,173
0,0.0,9,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.827,1000
0,0.0,9,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1271676300578034,173
0,0.0,10,Posterior matching (kidney-blind),true_mechanism_accuracy,0.806,1000
0,0.0,10,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1789473684210526,190
0,0.0,10,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.804,1000
0,0.0,10,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1578947368421052,190
0,0.0,10,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.804,1000
0,0.0,10,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1578947368421052,190
0,0.0,11,Posterior matching (kidney-blind),true_mechanism_accuracy,0.771,1000
0,0.0,11,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.2264150943396226,212
0,0.0,11,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.781,1000
0,0.0,11,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1698113207547169,212
0,0.0,11,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.781,1000
0,0.0,11,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1698113207547169,212
0,0.0,12,Posterior matching (kidney-blind),true_mechanism_accuracy,0.804,1000
0,0.0,12,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1771428571428571,175
0,0.0,12,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.803,1000
0,0.0,12,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1428571428571428,175
0,0.0,12,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.803,1000
0,0.0,12,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1428571428571428,175
0,0.0,13,Posterior matching (kidney-blind),true_mechanism_accuracy,0.823,1000
0,0.0,13,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1295336787564766,193
0,0.0,13,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.823,1000
0,0.0,13,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1036269430051813,193
0,0.0,13,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.823,1000
0,0.0,13,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1036269430051813,193
0,0.0,14,Posterior matching (kidney-blind),true_mechanism_accuracy,0.805,1000
0,0.0,14,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1675675675675675,185
0,0.0,14,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.806,1000
0,0.0,14,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1513513513513513,185
0,0.0,14,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.806,1000
0,0.0,14,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1513513513513513,185
0,0.0,15,Posterior matching (kidney-blind),true_mechanism_accuracy,0.795,1000
0,0.0,15,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1714285714285714,175
0,0.0,15,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.799,1000
0,0.0,15,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1257142857142857,175
0,0.0,15,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.799,1000
0,0.0,15,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1257142857142857,175
0,0.0,16,Posterior matching (kidney-blind),true_mechanism_accuracy,0.778,1000
0,0.0,16,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1607142857142857,168
0,0.0,16,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.78,1000
0,0.0,16,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1428571428571428,168
0,0.0,16,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.78,1000
0,0.0,16,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1428571428571428,168
0,0.0,17,Posterior matching (kidney-blind),true_mechanism_accuracy,0.815,1000
0,0.0,17,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1506024096385542,166
0,0.0,17,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.813,1000
0,0.0,17,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1325301204819277,166
0,0.0,17,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.813,1000
0,0.0,17,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1325301204819277,166
0,0.0,18,Posterior matching (kidney-blind),true_mechanism_accuracy,0.812,1000
0,0.0,18,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1871345029239766,171
0,0.0,18,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.809,1000
0,0.0,18,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1695906432748538,171
0,0.0,18,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.809,1000
0,0.0,18,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1695906432748538,171
0,0.0,19,Posterior matching (kidney-blind),true_mechanism_accuracy,0.792,1000
0,0.0,19,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.2024539877300613,163
0,0.0,19,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.794,1000
0,0.0,19,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1595092024539877,163
0,0.0,19,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.794,1000
0,0.0,19,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1595092024539877,163
0,0.0,20,Posterior matching (kidney-blind),true_mechanism_accuracy,0.802,1000
0,0.0,20,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.2598870056497175,177
0,0.0,20,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.81,1000
0,0.0,20,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.192090395480226,177
0,0.0,20,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.81,1000
0,0.0,20,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.192090395480226,177
0,0.0,21,Posterior matching (kidney-blind),true_mechanism_accuracy,0.823,1000
0,0.0,21,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1377551020408163,196
0,0.0,21,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.817,1000
0,0.0,21,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1122448979591836,196
0,0.0,21,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.817,1000
0,0.0,21,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1122448979591836,196
0,0.0,22,Posterior matching (kidney-blind),true_mechanism_accuracy,0.836,1000
0,0.0,22,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1153846153846153,182
0,0.0,22,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.833,1000
0,0.0,22,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.0769230769230769,182
0,0.0,22,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.833,1000
0,0.0,22,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.0769230769230769,182
0,0.0,23,Posterior matching (kidney-blind),true_mechanism_accuracy,0.818,1000
0,0.0,23,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1875,176
0,0.0,23,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.823,1000
0,0.0,23,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1306818181818181,176
0,0.0,23,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.823,1000
0,0.0,23,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1306818181818181,176
0,0.0,24,Posterior matching (kidney-blind),true_mechanism_accuracy,0.814,1000
0,0.0,24,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1944444444444444,180
0,0.0,24,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.816,1000
0,0.0,24,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1611111111111111,180
0,0.0,24,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.816,1000
0,0.0,24,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1611111111111111,180
0,0.0,25,Posterior matching (kidney-blind),true_mechanism_accuracy,0.818,1000
0,0.0,25,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1675977653631284,179
0,0.0,25,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.822,1000
0,0.0,25,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1508379888268156,179
0,0.0,25,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.822,1000
0,0.0,25,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1508379888268156,179
0,0.0,26,Posterior matching (kidney-blind),true_mechanism_accuracy,0.813,1000
0,0.0,26,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1829268292682926,164
0,0.0,26,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.817,1000
0,0.0,26,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1463414634146341,164
0,0.0,26,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.817,1000
0,0.0,26,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1463414634146341,164
0,0.0,27,Posterior matching (kidney-blind),true_mechanism_accuracy,0.817,1000
0,0.0,27,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1935483870967742,186
0,0.0,27,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.814,1000
0,0.0,27,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1397849462365591,186
0,0.0,27,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.814,1000
0,0.0,27,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1397849462365591,186
0,0.0,28,Posterior matching (kidney-blind),true_mechanism_accuracy,0.822,1000
0,0.0,28,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1648351648351648,182
0,0.0,28,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.834,1000
0,0.0,28,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1263736263736263,182
0,0.0,28,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.834,1000
0,0.0,28,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1263736263736263,182
0,0.0,29,Posterior matching (kidney-blind),true_mechanism_accuracy,0.789,1000
0,0.0,29,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1833333333333333,180
0,0.0,29,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.792,1000
0,0.0,29,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1555555555555555,180
0,0.0,29,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.792,1000
0,0.0,29,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1555555555555555,180
0,0.0,30,Posterior matching (kidney-blind),true_mechanism_accuracy,0.813,1000
0,0.0,30,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1683673469387755,196
0,0.0,30,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.809,1000
0,0.0,30,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1224489795918367,196
0,0.0,30,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.809,1000
0,0.0,30,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1224489795918367,196
0,0.0,31,Posterior matching (kidney-blind),true_mechanism_accuracy,0.83,1000
0,0.0,31,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.202020202020202,198
0,0.0,31,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.836,1000
0,0.0,31,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1464646464646464,198
0,0.0,31,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.836,1000
0,0.0,31,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1464646464646464,198
0,0.0,32,Posterior matching (kidney-blind),true_mechanism_accuracy,0.793,1000
0,0.0,32,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1890243902439024,164
0,0.0,32,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.799,1000
0,0.0,32,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1524390243902439,164
0,0.0,32,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.799,1000
0,0.0,32,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1524390243902439,164
0,0.0,33,Posterior matching (kidney-blind),true_mechanism_accuracy,0.798,1000
0,0.0,33,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.19375,160
0,0.0,33,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.803,1000
0,0.0,33,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1625,160
0,0.0,33,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.803,1000
0,0.0,33,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1625,160
0,0.0,34,Posterior matching (kidney-blind),true_mechanism_accuracy,0.833,1000
0,0.0,34,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1666666666666666,180
0,0.0,34,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.836,1000
0,0.0,34,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1333333333333333,180
0,0.0,34,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.836,1000
0,0.0,34,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1333333333333333,180
0,0.0,35,Posterior matching (kidney-blind),true_mechanism_accuracy,0.795,1000
0,0.0,35,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.2654320987654321,162
0,0.0,35,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.794,1000
0,0.0,35,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.2098765432098765,162
0,0.0,35,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.794,1000
0,0.0,35,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.2098765432098765,162
0,0.0,36,Posterior matching (kidney-blind),true_mechanism_accuracy,0.801,1000
0,0.0,36,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1923076923076923,156
0,0.0,36,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.793,1000
0,0.0,36,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1602564102564102,156
0,0.0,36,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.793,1000
0,0.0,36,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1602564102564102,156
0,0.0,37,Posterior matching (kidney-blind),true_mechanism_accuracy,0.816,1000
0,0.0,37,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1497005988023952,167
0,0.0,37,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.817,1000
0,0.0,37,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1377245508982036,167
0,0.0,37,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.817,1000
0,0.0,37,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1377245508982036,167
0,0.0,38,Posterior matching (kidney-blind),true_mechanism_accuracy,0.813,1000
0,0.0,38,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1785714285714285,168
0,0.0,38,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.812,1000
0,0.0,38,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1309523809523809,168
0,0.0,38,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.812,1000
0,0.0,38,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1309523809523809,168
0,0.0,39,Posterior matching (kidney-blind),true_mechanism_accuracy,0.816,1000
0,0.0,39,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1405405405405405,185
0,0.0,39,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.818,1000
0,0.0,39,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1297297297297297,185
0,0.0,39,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.818,1000
0,0.0,39,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1297297297297297,185
0,0.0,40,Posterior matching (kidney-blind),true_mechanism_accuracy,0.823,1000
0,0.0,40,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1590909090909091,176
0,0.0,40,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.829,1000
0,0.0,40,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1022727272727272,176
0,0.0,40,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.829,1000
0,0.0,40,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1022727272727272,176
0,0.0,41,Posterior matching (kidney-blind),true_mechanism_accuracy,0.798,1000
0,0.0,41,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1828571428571428,175
0,0.0,41,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.803,1000
0,0.0,41,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1257142857142857,175
0,0.0,41,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.803,1000
0,0.0,41,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1257142857142857,175
0,0.0,42,Posterior matching (kidney-blind),true_mechanism_accuracy,0.804,1000
0,0.0,42,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1630434782608695,184
0,0.0,42,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.814,1000
0,0.0,42,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1141304347826086,184
0,0.0,42,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.814,1000
0,0.0,42,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1141304347826086,184
0,0.0,43,Posterior matching (kidney-blind),true_mechanism_accuracy,0.817,1000
0,0.0,43,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1666666666666666,174
0,0.0,43,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.818,1000
0,0.0,43,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1206896551724138,174
0,0.0,43,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.818,1000
0,0.0,43,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1206896551724138,174
0,0.0,44,Posterior matching (kidney-blind),true_mechanism_accuracy,0.816,1000
0,0.0,44,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1845238095238095,168
0,0.0,44,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.808,1000
0,0.0,44,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1369047619047619,168
0,0.0,44,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.808,1000
0,0.0,44,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1369047619047619,168
0,0.0,45,Posterior matching (kidney-blind),true_mechanism_accuracy,0.794,1000
0,0.0,45,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.16,175
0,0.0,45,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.803,1000
0,0.0,45,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1142857142857142,175
0,0.0,45,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.803,1000
0,0.0,45,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1142857142857142,175
0,0.0,46,Posterior matching (kidney-blind),true_mechanism_accuracy,0.83,1000
0,0.0,46,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1467391304347826,184
0,0.0,46,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.83,1000
0,0.0,46,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.125,184
0,0.0,46,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.83,1000
0,0.0,46,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.125,184
0,0.0,47,Posterior matching (kidney-blind),true_mechanism_accuracy,0.801,1000
0,0.0,47,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1954022988505747,174
0,0.0,47,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.809,1000
0,0.0,47,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1264367816091954,174
0,0.0,47,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.809,1000
0,0.0,47,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1264367816091954,174
0,0.0,48,Posterior matching (kidney-blind),true_mechanism_accuracy,0.814,1000
0,0.0,48,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1741573033707865,178
0,0.0,48,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.818,1000
0,0.0,48,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1292134831460674,178
0,0.0,48,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.818,1000
0,0.0,48,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1292134831460674,178
0,0.0,49,Posterior matching (kidney-blind),true_mechanism_accuracy,0.8,1000
0,0.0,49,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.2011173184357542,179
0,0.0,49,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.794,1000
0,0.0,49,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.1731843575418994,179
0,0.0,49,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.794,1000
0,0.0,49,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.1731843575418994,179
0,0.0,50,Posterior matching (kidney-blind),true_mechanism_accuracy,0.806,1000
0,0.0,50,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.1855670103092783,194
0,0.0,50,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.809,1000
0,0.0,50,Counterfactual scoring (kidney-aware),false_atrial_confounded_competing,0.134020618556701,194
0,0.0,50,Posterior (same kidney-aware SCM),true_mechanism_accuracy,0.809,1000
0,0.0,50,Posterior (same kidney-aware SCM),false_atrial_confounded_competing,0.134020618556701,194
0,0.0,51,Posterior matching (kidney-blind),true_mechanism_accuracy,0.8,1000
0,0.0,51,Posterior matching (kidney-blind),false_atrial_confounded_competing,0.2,170
0,0.0,51,Counterfactual scoring (kidney-aware),true_mechanism_accuracy,0.808,1000
