repeat,renal_effect_sd,causal_estimated_renal_effect_nt,adjusted_estimated_renal_effect_nt,adjusted_estimated_renal_effect_electrical,adjusted_estimated_renal_effect_competing
70,0.0,0.1275000899548402,0.18414979078970517,0.07664623205397697,-0.05235344215050286
71,0.0,0.11795169625340775,-0.08555920391939884,-0.1650189364242589,0.1896342409284154
72,0.0,0.02936767535928314,-0.02739018255971002,-0.13108704189999765,-0.025620369057340886
73,0.0,-0.04354391565334984,0.06015378843174918,0.08469453107533542,-0.16162107479019516
74,0.0,0.07923178054802783,-0.1157648781851504,-0.11726759383987795,0.2767166565998489
75,0.0,-0.019600401394535477,-0.00990079733400797,0.06634343616754133,0.03833567450954811
76,0.0,-0.16170662912754682,-0.11638327476420644,-0.007014358485213534,-0.07753302133814866
77,0.0,-0.0022326160809227336,-0.08286501569668983,-0.1782457257654218,0.019667963611188055
78,0.0,0.022481877556245644,0.018722960289676918,-0.022320701779393614,-0.016547632240411333
79,0.0,-0.20111285998491868,-0.14576008386617573,0.014299830194158331,-0.09237385270160714
80,0.0,0.06282463302604913,0.06556388084640237,0.022314560934916072,0.01731549224431983
81,0.0,-0.1133041193274936,-0.07622629872060456,-0.1006697686065931,-0.14130177207811268
82,0.0,0.0031045625559213974,0.09131109299966675,0.13562814752647706,-0.03343605962166518
83,0.0,0.10277083831394801,0.18232417412620427,0.06716619755345923,-0.15741116135233688
84,0.0,-0.04037920895038605,-0.09726743957227815,-0.049457796706657606,0.11852774577945413
85,0.0,-0.14847143128492096,-0.16212955702831314,-0.05962553938506596,-0.01629740424077975
86,0.0,-0.04796414444302588,-0.09130034520437968,-0.06555264976529246,0.0408373970751842
87,0.0,-0.052687405386880506,-0.22711492489555285,-0.15589261931392434,0.1280790783208281
88,0.0,-0.13575632901142132,-0.1461389429763716,-0.031451663698270696,-0.0047828906514266745
89,0.0,-0.25240471482296756,-0.13299402270032368,0.1751718042111004,-0.06678881777445933
90,0.0,-0.19694445638519942,-0.19408206001359082,0.03782780835019449,0.0380267359569244
91,0.0,-0.09796907782115667,-0.009912844277948946,0.10782654306353129,-0.05746828584791763
92,0.0,-0.0727029688616978,-0.22293946598089273,-0.09941881172142031,0.1947542125133279
93,0.0,-0.007681170236905595,-0.030780256880991803,-0.060225075807370264,-0.01139772493869173
94,0.0,-0.16439955216523744,-0.12776530643663964,-0.03820819612871504,-0.1206837440638866
95,0.0,-0.02646175994111707,-0.15090800972723079,-0.06322754520394584,0.22151271804018768
96,0.0,0.08298698976946078,-0.006431390424868982,-0.09506788910794134,0.07611522719727093
97,0.0,-0.036995266839178864,-0.11453873336046887,-0.1458522734083927,0.007774544780539738
98,0.0,0.07266195142171192,0.15316734932370107,0.00990065347953846,-0.15862359381274982
99,0.0,0.09770556892885315,0.13413692462658744,0.04165701364450046,-0.04616900024043523
100,0.0,0.23463796289191244,0.34031729991685244,0.1982624922976689,-0.053809382701193384
101,0.0,0.023389102873155418,-0.020694740021786645,-0.0058280288859140356,0.11948232430795436
102,0.0,-0.06242609216547208,-0.008024135524560782,0.04955906927462392,-0.055656773026467994
103,0.0,0.24803207173559155,0.5136179886235849,0.22180444190801019,-0.256642026191391
104,0.0,-0.021036172646944434,-0.012105352274851766,-0.018901427248661173,-0.058019984093556215
105,0.0,-0.12818325637540615,-0.11124966949396842,-0.05952041965429922,-0.1198695910682324
106,0.0,-0.011225385554917186,-0.09495517853840911,-0.13237984074650005,0.06738108498271489
107,0.0,0.23321874600956377,0.002452187292696084,-0.26957400988140845,0.23929311472759074
108,0.0,0.01986419249886752,0.0342840762698297,-0.0003415723772296486,-0.032242316313431774
109,0.0,-0.01785977291944437,-0.07572198765870453,0.036594918192255216,0.16132040093693067
110,0.0,0.0050156939073676965,-0.008777920249848248,0.024763822549064334,0.053104735079953724
111,0.0,0.02909182991229259,0.12182543756605768,0.009056576634849378,-0.22110222728389303
112,0.0,0.1654708082596553,0.194715523065511,0.14295459046227443,0.0879721080384478
113,0.0,-0.010037540205986573,0.05413827586886066,0.033637142751386656,-0.0925274791892684
114,0.0,-0.08323226055620196,-0.0328337890775879,0.023456641993775743,-0.1075083762135931
115,0.0,-0.1932245598647986,-0.2292974514472648,-0.017032762610020374,0.055566890520388976
116,0.0,0.005177399720737691,0.0030186682644121887,-0.012243073726723248,-0.011248837081983654
117,0.0,0.10542482280655976,0.1054544387498893,0.07354988806891319,0.05121719092833299
118,0.0,-0.14538379924593944,-0.3167385011157311,-0.15859612007295887,0.16583264809815138
119,0.0,0.013088281988559367,0.006663625911532051,0.02731635788166145,0.07791988734699262
120,0.0,0.06499116249847063,0.09365951091730383,0.054562049196231324,-0.01730613135422665
121,0.0,-0.007786369670604483,-0.057398000184136266,-0.10706146162153131,-0.0012589405304185286
122,0.0,0.03019287750814713,0.2336010137812196,0.1913060788553223,-0.18072362923405638
123,0.0,-0.010822048171146237,-0.24323156340727314,-0.3689536408866732,0.2580783408186743
124,0.0,-0.10484181238877666,-0.056317162984738385,0.015953122238720273,-0.0941273237405329
125,0.0,-0.008898096801636557,0.10332082567145966,0.17264374879158345,-0.08538000800315193
126,0.0,-0.0019660830861418788,-0.037928585043434423,0.0615290315436762,0.13456763402698546
127,0.0,0.11975822894036986,0.1170462469818288,0.05999806963991805,0.0806627465544455
128,0.0,-0.30281399727406333,-0.2103963126674202,0.26012927399692737,0.011078159083585337
129,0.0,0.24154265199278252,0.4248500923679481,0.17106420519661825,-0.18279549601545728
130,0.0,-0.14882177779460923,-0.20734045587645844,-0.11551163526544168,0.03475443731042227
131,0.0,-0.05694198907297489,-0.1192721759154099,0.0018198285293226646,0.14191180359257505
132,0.0,0.20155963622629697,0.2142199708270695,0.04877835806291492,0.007541195857737271
133,0.0,0.060315568228762106,0.11273762525644002,0.035068039521800515,-0.09273227105462767
134,0.0,-0.08250659137247064,-0.17029727314932508,-0.07776454949604505,0.16103111484000765
135,0.0,-0.07740335444929625,-0.17424071534951657,-0.035903277087347,0.185637866519764
136,0.0,0.24192935592727585,0.22886934165412176,0.03637531082957833,0.06098167750902923
137,0.0,0.1105923032522127,0.039876274766015074,-0.16481650138957527,0.00798842177279676
138,0.0,-0.129724601816075,-0.05805279630475471,0.007336512492159282,-0.1626134232588261
139,0.0,-0.09183626778217932,-0.05785484765266005,0.051023305338908365,-0.024867287568410057
140,0.0,0.10880353043067806,0.1297297432551638,0.01103694263972474,-0.04716320149987974
141,0.0,-0.11696018669573793,-0.33690093867587556,-0.2542689100136568,0.259347014719833
142,0.0,0.20895591603770555,0.16093584236123654,-0.08268674848807141,0.00024221153887249436
143,0.0,-0.08052191851668626,-0.07776706170811537,0.04279487854705794,0.07232706441661728
144,0.0,0.06060364708789957,0.02250352214245042,0.06590256245096845,0.14415313988237818
145,0.0,0.004438560573999745,0.29602275351710816,0.2789652266382496,-0.2894228488844177
146,0.0,0.10521129274647634,0.05112478020908748,-0.2399386249346863,-0.08107922258981592
147,0.0,0.06187835532566628,0.08372568555153097,0.06999938182524407,0.02903041250822591
148,0.0,-0.03400683038872962,-0.1473928563852071,-0.19222276981142852,0.06140301470812137
149,0.0,-0.09657358196176008,-0.11047473227627158,-0.12999353125238966,-0.04649462145922705
150,0.0,-0.11003177306580772,0.07052456263530234,0.2112056180923833,-0.1843783686324918
151,0.0,-0.06570500344157972,-0.08301431642126701,0.07408918180043293,0.11042602857496286
152,0.0,0.17799351073151132,0.08698289107284798,-0.1252541054635542,0.048714815676960344
153,0.0,-0.036164642779438136,-0.003447315944154969,-0.0030353757521775354,-0.09757304532669075
154,0.0,-0.09363864065920327,-0.07112206706079927,0.06930095159668759,0.013762052034894653
155,0.0,-0.13153967758837615,-0.13048524002103723,-0.009979934901169787,-0.014273010036973566
156,0.0,-0.07261726070180838,-0.12578657897476941,-0.07581791227434935,0.07954201738647393
157,0.0,0.0844207862809192,0.10946680634306766,-0.11443274285507167,-0.1332293652596579
158,0.0,-0.0008284530152431469,-0.2135036794477878,-0.14242052839378005,0.23011405797846074
159,0.0,0.026317892374037255,0.004023619753495553,-0.08253044450704039,-0.014740575934198419
160,0.0,-0.29619433134712714,-0.16809082608574027,0.10041747910687963,-0.1568574957776092
161,0.0,-0.054005793412309905,0.0005237599725903107,0.07871184754711014,-0.03472735207914068
162,0.0,0.040778464055424325,0.06214747185288356,-0.0030853975961426918,-0.054048880564124706
163,0.0,0.009669059045524087,0.016461768368485653,0.08973193328976273,0.0519845986683003
164,0.0,-0.1399584811379077,-0.10800994618793011,-0.03432639807570996,-0.09220521355877276
165,0.0,0.04596101256205998,0.10426541579017234,0.024920263916875185,-0.08484006605786455
166,0.0,-0.00564971168206773,0.05962830581098199,0.06559540522817088,-0.07421521101161144
167,0.0,0.06144347422044208,0.0728889309791286,0.026780811380853368,-0.00516235386823338
168,0.0,0.015842961822959408,-0.139926556427805,-0.18972539887296808,0.16959638728167337
169,0.0,0.15740856508318687,0.29842124880209453,0.13936456264581618,-0.15610047807524607
170,0.0,0.08147822936553051,0.009954792584252034,-0.012580384143229168,0.15428278562371586
171,0.0,-0.026301290178376152,0.04388161732316213,0.1175405648648003,-0.07922438577407019
172,0.0,0.07728421681736232,0.20865377948035613,0.22588783276405774,-0.10742935582408397
173,0.0,-0.03744825685312796,0.09230886901504498,0.12670594681958813,-0.14924996157272793
174,0.0,-0.02243472159830917,-0.08796569460127454,-0.09290349170416144,0.012722235507410473
175,0.0,0.1814183104763148,0.27884494641754415,0.1361061420104965,-0.13227263159570235
176,0.0,-0.024457382453551085,0.08477537211564844,0.11779054868900428,-0.19051519076303403
177,0.0,-0.21395520890450906,-0.26871840270704817,0.04829368762699508,0.17295317174819957
178,0.0,0.15667627589064836,0.11193161419498017,-0.14061077948590428,-0.05437925218886752
179,0.0,-0.011298298527506467,-0.044393793683713545,-0.07445412249214856,-0.023845002569648416
180,0.0,-0.10801445498770694,0.0774293096874754,0.17177889725145057,-0.16321238453476605
181,0.0,0.01993671994919805,-0.12213421759781262,-0.13460810816636157,0.19989717233938453
182,0.0,-0.0687317092911149,-0.04934932566579854,0.00010517168295687274,-0.07497768638912139
183,0.0,-0.005844558793399179,0.2247546291761615,0.23990397925400717,-0.32282673022074104
184,0.0,0.023514693079024648,0.022204549453027567,-0.047076465929476695,-0.06361675004995948
185,0.0,-0.05983585583936546,0.07264430973460936,0.15072140287550978,-0.1996808263263743
186,0.0,-0.02010346309948842,0.05673838450343223,0.05248484365596609,-0.1646272615847879
187,0.0,-0.09163280045968819,-0.06113528169954208,0.07782697413960227,0.0038351350100083656
188,0.0,0.21988856256853573,0.22546122853390504,0.07442843078209338,0.04778846842882558
189,0.0,0.12080452886183007,0.06584256820186718,-0.022120530127000215,0.09745125983200442
190,0.0,0.20957521039619414,0.31599885832876995,0.21855317346861514,-0.010406922043115552
191,0.0,-0.11535167753291153,-0.25678374165002127,-0.2043313887267622,0.17091747507070731
192,0.0,0.03822467415892869,-0.07629178938205927,-0.2059264972600745,0.08291625682633685
193,0.0,-0.05699158768150572,-0.0510680049271337,0.11122915512757825,0.07467535356113904
194,0.0,0.13510021244504128,0.1007589979169231,-0.09960588874837224,-0.025141006529497023
195,0.0,-0.045286319451689046,-0.015845807863890712,0.09622326798056993,0.024845172583428443
196,0.0,0.01841987068285234,0.044517540253196555,0.05574027057547154,-0.013817997251824199
197,0.0,-0.0010477364404085365,0.04495232119137946,0.0471675677844661,-0.06353419331644428
198,0.0,0.00177900470273153,-0.029981058912230907,-0.10483210731459414,-0.01633182877225385
199,0.0,0.11446432195709882,0.20976006270756564,0.20474411563069805,-0.02626206499975421
200,0.0,-0.09748582818499801,-0.018963033624721414,0.09088618325209703,-0.07669548664093505
201,0.0,0.12367594440757404,0.1423544479762045,0.03574697539422742,-0.014092935650890093
202,0.0,0.010951502645120695,-0.2847769765080347,-0.2309361239080471,0.299880113703484
203,0.0,-0.1729644830385339,-0.1276000939931536,0.03842999555879638,-0.05919490768540536
204,0.0,0.05338484954672054,-0.1532426183484185,-0.28739945777116094,0.15721990241531192
205,0.0,-0.24773367032754956,-0.3930916303169413,-0.23789853676124745,0.1537565675741629
206,0.0,0.017959155019818394,-0.1304215570749941,-0.2827580046126245,0.08360305311953697
207,0.0,-0.004269235025472162,-0.08488150140392983,-0.09852137381373093,0.05902415224654167
208,0.0,-0.045376396187206014,-0.05260098610611927,0.008278887259220982,0.025903475183777155
209,0.0,0.10299524316277488,0.18861606522282448,0.06022582583567067,-0.1317298743608748
210,0.0,-0.06493134549452614,0.2551926735915142,0.4251051414853898,-0.17817305379890414
211,0.0,-0.04109273876603174,-0.014874101407036766,0.027215075742994567,-0.0315057496472384
212,0.0,0.10927185016176688,0.09118673761210228,0.0050949142506291345,0.10922906745946796
213,0.0,-0.1718926196650004,-0.2507317071255234,-0.07921508663953249,0.116654433353482
214,0.0,0.02316420700016724,0.19491740092260912,0.27933855496704374,-0.04671829899307828
215,0.0,-0.10346949871355726,-0.03485620088099622,0.06989831698099382,-0.04844643791979908
216,0.0,0.04157502969684693,0.12061600203328118,0.2121658044890102,0.04438067951527702
217,0.0,0.1088492703578543,0.09684810103838043,0.0652250218129681,0.06246974994618859
218,0.0,0.03029764609522502,0.18796963107383524,0.17130963230611287,-0.11283363008524083
219,0.0,-0.1096253181998119,0.06389605609236287,0.21859363348500802,-0.17050161719699108
220,0.0,0.08211138012278482,-0.09041645947263827,-0.18338068375134214,0.1435454781718768
221,0.0,0.018474670695350873,0.006146562769241554,0.009070568197549247,0.03210326383171669
222,0.0,-0.028849034703358978,0.08041731716172705,0.1737234710708706,-0.08040865615299353
223,0.0,-0.04155973231967889,-0.06444931200124682,-0.07437411741019691,-0.011092733723940373
224,0.0,-0.0808386306053615,-0.05673100708397101,0.05992275851233872,0.009779121226675236
225,0.0,-0.008258695685384685,0.07043344410100638,0.03602117167949548,-0.12073565986613245
226,0.0,0.20373283327333053,0.24179939670924155,0.059497627849755874,-0.047425969648923275
227,0.0,-0.0021204723798630316,-0.11225066579126075,-0.11744267927214425,0.11075200421421176
228,0.0,-0.06892347470703289,-0.23858421904069627,-0.07571346499256051,0.27567154055742155
229,0.0,-0.027583103029210403,0.13241541086627132,0.21537928430687175,-0.17015374466665723
230,0.0,-0.12134036034192071,-0.03816354896075824,0.06455298154930456,-0.09031437442350287
231,0.0,-0.01150714936152547,0.0926292466395568,0.07015280837032198,-0.17246414910531516
232,0.0,-0.10060922410678877,-0.27812567173342573,-0.1595427839107011,0.27164954991047274
233,0.0,0.08378872936419547,0.04504607036754124,0.059975227175658716,0.12183629349761005
234,0.0,0.027566667581539445,0.020034159137599858,-0.03685875405704053,-0.025339961082049944
235,0.0,-0.0814792395648627,-0.04496262391206596,-0.056359961931393476,-0.13226489007684505
236,0.0,-0.10447216572985879,-0.20059670542619218,-0.09476864699571551,0.12738882045918018
237,0.0,0.025458472778399216,0.08033409401829406,0.03313135187019302,-0.09057917538818305
238,0.0,-0.02000059315837676,-0.0005333518889581654,-0.018841674141976544,-0.06457049575209162
239,0.0,-0.050930805400558554,-0.15101089258973083,-0.16043730120430072,0.09956798310143788
240,0.0,-0.15924238545921449,-0.15583304187926592,-0.047923523954832355,-0.046560049771648515
241,0.0,-0.06434239620247273,-0.17827306328901946,-0.04248879596524982,0.21121731369749486
242,0.0,-0.030688343391999405,0.03752132243206462,-0.009194033726356979,-0.19758307121474217
243,0.0,-0.04287537601464677,-0.00024570016630775376,-0.01773683177915511,-0.07959882133555518
244,0.0,-0.008146095481956328,-0.13413877829590173,-0.14681387868789608,0.138905692952088
245,0.0,-0.0475784675259862,0.05283727761344138,-0.019984764851524478,-0.23019771231571906
246,0.0,-0.15519615337747822,-0.29773077019034533,-0.17166357299671153,0.16906197239249351
247,0.0,-0.15410503090842376,-0.29940423721787424,-0.16477026197034328,0.11172563118136462
248,0.0,0.06071419967452818,-0.6720317757583272,-0.4650506436745378,0.6007015510991404
249,0.0,0.054111907915311175,0.09865987509823922,0.07801710715432789,-0.050944454117902715
250,0.0,-0.22417312687721042,-0.3219425125816838,-0.08069529117179194,0.08818535123312242
251,0.0,-0.10405893815592351,-0.09032799874796073,0.015635609518820648,-0.010741067908498714
252,0.0,-0.011940978432560853,0.09387546531253832,0.25884463104407957,-0.013528159793634309
253,0.0,0.08095999767556007,-0.05349705077045304,-0.16865103647699753,0.0690969553060573
254,0.0,0.09281092456723644,0.011732326033765093,-0.04707306721945481,0.10966751687966346
255,0.0,-0.00682627200998109,-0.0720191641760242,-0.18984879736798402,-0.09127876044319627
256,0.0,0.07335259192915441,-0.005280021436023102,-0.043450588805871306,0.13984248869903293
257,0.0,0.027650603301335216,0.0347896155857708,-0.03032611361180658,-0.07076943492885379
258,0.0,-0.032617629194229725,-0.06700596814306903,-0.05599589276970099,-4.345369344049832e-05
259,0.0,0.1537341151837982,0.314072712875034,0.12409000941184002,-0.19094362069890258
260,0.0,0.11788761189470962,0.12336490734616924,-0.019735005055431895,-0.03331875111436089
261,0.0,0.048931809443626184,0.13149015345534062,0.11047105427247032,-0.08464671737937501
262,0.0,-0.006892079530136453,-0.05914572873400695,-0.11616620368361436,-0.0090458919272628
263,0.0,-0.10545515483747708,-0.116024830657346,-0.07702316829407085,-0.03622269317252902
264,0.0,-0.08765879842980134,0.02565380274466624,0.07886535624574376,-0.2054007792187652
265,0.0,-0.012140002775802725,0.05868560653403315,0.13409067696715557,-0.06342925271703814
266,0.0,-0.01390618039597958,0.13222644675738113,0.21185992687448021,-0.08562189721152325
267,0.0,-0.04786444735001183,-0.043886196753987534,0.04257367103301603,0.04072748570434337
268,0.0,-0.04570790949678813,0.12487855527819097,0.42382390090860805,-0.04974589240342964
269,0.0,0.11538272703806443,0.1320200815452252,0.030510538257146166,-0.012054580961347816
270,0.0,0.036432673435655705,0.11791065773182567,0.10071010440017152,-0.10010450336859034
271,0.0,0.0560077856232815,0.05280494492850797,-0.09285810844718556,-0.060889491838173715
272,0.0,-0.005442351185682703,-0.10652691861747454,-0.15165692523010096,0.12418018646931672
273,0.0,-0.020543444894219887,-0.14117167127340546,-0.07885922356055701,0.186407951287773
274,0.0,0.1141036201494863,0.05103689262886457,-0.02861928669909708,0.12706185261300984
275,0.0,-0.009123290294713135,-0.0864380778782332,-0.1208366123359924,0.06797564291417078
276,0.0,0.11276787743459432,-0.039719088415887525,-0.18918381472760315,0.20363758112168862
277,0.0,0.051959958143985664,0.08586838033398503,0.026372313899146002,-0.0445971873076787
278,0.0,0.016247716521164232,0.11154403280035964,0.17273678294592767,-0.045494461641336525
279,0.0,0.24911650356066656,0.126175088324252,-0.10602812422691135,0.10072267544362912
280,0.0,0.11761766596920503,0.14298087086489839,0.008626995714176688,-0.06836146894495898
281,0.0,0.03742547071971504,-0.054266515474284134,-0.15158947994525598,0.06428167822653219
282,0.0,0.07197796197894424,-0.019900122647907557,-0.08988243186848222,0.11269727012840844
283,0.0,-0.13524673535367326,-0.27898968397830537,-0.1398396666633592,0.10881163788573833
284,0.0,-0.004181141348143427,-0.024933800624333518,0.04509960694625249,0.1014792041755006
285,0.0,0.2180500573217586,0.415641698943495,0.15931995435375135,-0.29851060394778234
286,0.0,-0.13851228357213424,-0.10823681465643031,0.05138187158277874,-0.02527681988799635
287,0.0,-0.13786026044577124,-0.13694844865142414,-0.004930603882933612,-0.010892082123654223
288,0.0,0.00994112714000494,0.06322618210870995,0.08408444939546787,-0.042635076304776254
289,0.0,0.01249580005052011,0.046219109883532436,-0.036868604978658265,-0.12770602588224533
290,0.0,-0.1016853811108068,-0.05701713042541559,0.03294621003927267,-0.08374965442367577
291,0.0,0.05922665387688181,0.0841422750841275,-0.04774629868620195,-0.09367091962281937
292,0.0,-0.0482734015319137,-0.04088475476413833,0.11386022193742382,0.05997612139837771
293,0.0,-0.015342543174710413,-0.2705780971197024,-0.2666689654487214,0.25548659472967916
294,0.0,0.09517793624391478,-0.0498699255138237,-0.16010416852899353,0.139637143349434
295,0.0,0.002858354960332113,0.04993078051860649,0.06050207290705432,-0.05203951145844998
296,0.0,-0.09272545058243914,0.06195671532340463,0.20409249390555473,-0.09371335047709882
297,0.0,-0.02326671137356101,-0.07305285383346041,-0.01549460479228685,0.09092195261404845
298,0.0,0.12347747940934592,0.09054282565246205,-0.048341768889715635,0.022266626325082473
299,0.0,0.15763063399173277,0.3200844981761012,0.16584286230773979,-0.2908463600141922
300,0.0,-0.054107534440121216,-0.04936187619352319,-0.013818729224314498,-0.018224872305819817
301,0.0,0.016977511172497392,-0.05328971154524398,-0.06320214412012426,0.09985862482374447
302,0.0,-0.12925331954333663,-0.26901187140946825,-0.15090372516976866,0.15637091608826725
303,0.0,0.10377082962787779,-0.032415520767892225,-0.06395505692701486,0.18995835797077137
304,0.0,0.12441952810906326,0.22074129357574396,0.15276901585160302,-0.0510303560326244
305,0.0,-0.0643191140840702,-0.10430735652843182,0.02879324028048158,0.17142252908615935
306,0.0,-0.07449430987564547,0.0181654859231348,0.16756756986967303,-0.05737532229897868
307,0.0,-0.03427486379648101,0.07199407763765771,0.23306891641909355,-0.04722989913525222
308,0.0,-0.1382308286900858,-0.1806241233132324,-0.0989235278087102,0.0012650092375269262
309,0.0,0.17235954369668235,-0.13851024084194669,-0.36081025027697106,0.2270588593001207
310,0.0,-0.10638824960941867,-0.1443392910685551,-0.024697547266438455,0.047296248961388954
311,0.0,0.02639546456837457,0.0384750211368845,-0.004311871615547018,-0.028832443178281042
312,0.0,-0.0028242116620470215,-0.12924503299584383,-0.10757703269205143,0.2377852522156641
